Month,Year,Quarter,District,Street,Control Number,Connection Type,Service Address,Previous Reading,Present Reading,Cleaned Previous Reading,Cleaned Present Reading,Cleaned Consumption,Record Status,Connection Status
MAR,2022,Q1,District 3,Alicante Street,501703,Residential,"Alicante St, Dist. 3",350.0,366.0,350.0,366.0,16,Corrected,Active
MAR,2022,Q1,District 2,Alicante Street,500378,Residential,"Alicante St, Dist. 2",1186.0,1227.0,1186.0,1227.0,41,Corrected,Active
MAR,2022,Q1,District 3,Alicante Street,501847,Commercial,"Alicante St, Dist. 3",1521.0,1620.0,1521.0,1620.0,99,Corrected,Active
MAR,2022,Q1,District 4,Alicante Street,500487,Residential,"Alicante St, Dist. 4",,,,,0,Corrected,Disconnected
MAR,2022,Q1,District 4,Alicante Street,500203,Residential,"Alicante St, Dist. 4",1365.0,1365.0,1365.0,1365.0,0,Corrected,Active
MAR,2022,Q1,District 4,Alicante Street,500941,Commercial,"Alicante St, Dist. 4",632.0,635.0,632.0,635.0,3,Corrected,Active
MAR,2022,Q1,District 4,Alicante Street,501757,Commercial,"Alicante St, Dist. 4",566.0,598.0,566.0,598.0,32,Corrected,Active
MAR,2022,Q1,District 4,Alicante Street,500584,Residential,"Alicante St, Dist. 4",3559.0,3564.0,3559.0,3564.0,5,Corrected,Active
MAR,2022,Q1,District 3,Alicante Street,500368,Residential,"Alicante St, Dist. 3",3988.0,3988.0,3988.0,3988.0,0,Corrected,Active
MAR,2022,Q1,District 2,Alicante Street,500381,Residential,"Alicante St, Dist. 2",7283.0,7302.0,7283.0,7302.0,19,Corrected,Active
MAR,2022,Q1,District 4,Alicante Street,500911,Residential,"Alicante St, Dist. 4",,,,,0,Corrected,Disconnected
MAR,2022,Q1,District 4,Alicante Street,501773,Residential,"Alicante St, Dist. 4",151.0,164.0,151.0,164.0,13,Corrected,Active
MAR,2022,Q1,District 1,Alicante Street,500356,Residential,"Alicante St, Dist. 1",1190.0,1190.0,1190.0,1190.0,0,Corrected,Active
MAR,2022,Q1,District 4,Alicante Street,500170,Residential,"Alicante St, Dist. 4",5107.0,5163.0,5107.0,5163.0,56,Corrected,Active
MAR,2022,Q1,District 4,Alicante Street,500633,Residential,"Alicante St, Dist. 4",,,,,0,Corrected,Disconnected
MAR,2022,Q1,District 4,Alicante Street,501428,Residential,"Alicante St, Dist. 4",1289.0,1299.0,1289.0,1299.0,10,Corrected,Active
MAR,2022,Q1,District 2,Alicante Street,500726,Residential,"Alicante St, Dist. 2",1345.0,1352.0,1345.0,1352.0,7,Corrected,Active
MAR,2022,Q1,District 2,Alicante Street,500984,Commercial,"Alicante St, Dist. 2",716.0,725.0,716.0,725.0,9,Corrected,Active
MAR,2022,Q1,District 4,Alicante Street,500399,Residential,"Alicante St, Dist. 4",2518.0,2518.0,2518.0,2518.0,0,Corrected,Active
MAR,2022,Q1,District 4,Alicante Street,501324,Commercial,"Alicante St, Dist. 4",513.0,514.0,513.0,514.0,1,Corrected,Active
MAR,2022,Q1,District 4,Alicante Street,501749,Residential,"Alicante St, Dist. 4",5821.0,5822.0,5821.0,5822.0,1,Corrected,Active
MAR,2022,Q1,District 4,Alicante Street,501219,Residential,"Alicante St, Dist. 4",1084.0,1092.0,1084.0,1092.0,8,Corrected,Active
MAR,2022,Q1,District 4,Alicante Street,500056,Residential,"Alicante St, Dist. 4",3704.0,3717.0,3704.0,3717.0,13,Corrected,Active
MAR,2022,Q1,District 3,Almonte Street,500547,Commercial,"Almonte St, Dist. 3",217.0,239.0,217.0,239.0,22,Corrected,Active
MAR,2022,Q1,District 3,Almonte Street,500612,Residential,"Almonte St, Dist. 3",208.0,231.0,208.0,231.0,23,Corrected,Active
MAR,2022,Q1,District 3,Almonte Street,500683,Residential,"Almonte St, Dist. 3",,,,,0,Corrected,Disconnected
MAR,2022,Q1,District 3,Almonte Street,501177,Residential,"Almonte St, Dist. 3",,,,,0,Corrected,Disconnected
MAR,2022,Q1,District 3,Almonte Street,500815,Residential,"Almonte St, Dist. 3",,,,,0,Corrected,Disconnected
MAR,2022,Q1,District 3,Almonte Street,501218,Commercial,"Almonte St, Dist. 3",,,,,0,Corrected,Disconnected
MAR,2022,Q1,District 3,Almonte Street,500662,Residential,"Almonte St, Dist. 3",,,,,0,Corrected,Disconnected
MAR,2022,Q1,District 3,Almonte Street,501067,Residential,"Almonte St, Dist. 3",303.0,,303.0,303.0,0,Corrected,Defect
MAR,2022,Q1,District 3,Almonte Street,500983,Residential,"Almonte St, Dist. 3",8224.0,8240.0,8224.0,8240.0,16,Corrected,Active
MAR,2022,Q1,District 3,Almonte Street,500988,Residential,"Almonte St, Dist. 3",,,,,0,Corrected,Disconnected
MAR,2022,Q1,District 3,Almonte Street,501294,Residential,"Almonte St, Dist. 3",,5003.0,5003.0,5003.0,0,Corrected,Defect
MAR,2022,Q1,District 3,Almonte Street,500082,Residential,"Almonte St, Dist. 3",9641.0,,9641.0,9641.0,0,Corrected,Active
MAR,2022,Q1,District 3,Almonte Street,501450,Industrial,"Almonte St, Dist. 3",3943.0,4154.0,3943.0,4154.0,211,Corrected,Active
MAR,2022,Q1,District 3,Almonte Street,501285,Commercial,"Almonte St, Dist. 3",2875.0,2935.0,2875.0,2935.0,60,Corrected,Active
MAR,2022,Q1,District 1,Almonte Street,500832,Commercial,"Almonte St, Dist. 1",1767.0,1842.0,1767.0,1842.0,75,Corrected,Active
