Month,Year,Quarter,District,Street,Control Number,Connection Type,Service Address,Previous Reading,Present Reading,Cleaned Previous Reading,Cleaned Present Reading,Cleaned Consumption,Record Status,Connection Status
JUL,2020,Q3,District 3,Letada Street,500159,Residential,"Letada St, Dist. 3",6515.0,6583.0,6515.0,6583.0,68,Corrected,Active
JUL,2020,Q3,District 3,Letada Street,500126,Residential,"Letada St, Dist. 3",146.0,159.0,146.0,159.0,13,Corrected,Active
JUL,2020,Q3,District 3,Letada Street,500955,Residential,"Letada St, Dist. 3",,,,,0,Corrected,Defect
JUL,2020,Q3,District 3,Letada Street,500236,Residential,"Letada St, Dist. 3",1851.0,1853.0,1851.0,1853.0,2,Corrected,Active
JUL,2020,Q3,District 3,Letada Street,500477,Residential,"Letada St, Dist. 3",,,,,0,Corrected,Defect
JUL,2020,Q3,District 3,Letada Street,500242,Residential,"Letada St, Dist. 3",3282.0,3311.0,3282.0,3311.0,29,Corrected,Active
JUL,2020,Q3,District 3,Letada Street,501521,Residential,"Letada St, Dist. 3",415.0,432.0,415.0,432.0,17,Corrected,Active
JUL,2020,Q3,District 3,Letada Street,500176,Residential,"Letada St, Dist. 3",882.0,917.0,882.0,917.0,35,Corrected,Active
JUL,2020,Q3,District 3,Letada Street,500182,Residential,"Letada St, Dist. 3",1108.0,1115.0,1108.0,1115.0,7,Corrected,Active
JUL,2020,Q3,District 3,Letada Street,501461,Commercial,"Letada St, Dist. 3",667.0,727.0,667.0,727.0,60,Corrected,Active
JUL,2020,Q3,District 3,Letada Street,500663,Residential,"Letada St, Dist. 3",,,,,0,Corrected,Disconnected
JUL,2020,Q3,District 3,Letada Street,500858,Residential,"Letada St, Dist. 3",777.0,786.0,777.0,786.0,9,Corrected,Active
JUL,2020,Q3,District 3,Letada Street,500554,Residential,"Letada St, Dist. 3",,,,,0,Corrected,Disconnected
JUL,2020,Q3,District 3,Letada Street,501308,Residential,"Letada St, Dist. 3",104.0,118.0,104.0,118.0,14,Corrected,Active
JUL,2020,Q3,District 3,Letada Street,500074,Residential,"Letada St, Dist. 3",1410.0,1424.0,1410.0,1424.0,14,Corrected,Active
JUL,2020,Q3,District 3,Letada Street,501274,Residential,"Letada St, Dist. 3",,,,,0,Corrected,Disconnected
JUL,2020,Q3,District 3,Letada Street,500073,Residential,"Letada St, Dist. 3",3259.0,3259.0,3259.0,3259.0,0,Corrected,Active
JUL,2020,Q3,District 3,Letada Street,501225,Residential,"Letada St, Dist. 3",214.0,218.0,214.0,218.0,4,Corrected,Active
JUL,2020,Q3,District 3,Letada Street,500403,Residential,"Letada St, Dist. 3",759.0,774.0,759.0,774.0,15,Corrected,Active
JUL,2020,Q3,District 3,Letada Street,500142,Residential,"Letada St, Dist. 3",2358.0,2370.0,2358.0,2370.0,12,Corrected,Active
JUL,2020,Q3,District 3,Letada Street,500427,Residential,"Letada St, Dist. 3",174.0,187.0,174.0,187.0,13,Corrected,Active
JUL,2020,Q3,District 3,Letada Street,501530,Residential,"Letada St, Dist. 3",994.0,1007.0,994.0,1007.0,13,Corrected,Active
JUL,2020,Q3,District 3,Letada Street,500077,Residential,"Letada St, Dist. 3",1803.0,1808.0,1803.0,1808.0,5,Corrected,Active
JUL,2020,Q3,District 3,Letada Street,501180,Residential,"Letada St, Dist. 3",641.0,659.0,641.0,659.0,18,Corrected,Active
JUL,2020,Q3,District 3,Letada Street,500076,Residential,"Letada St, Dist. 3",1924.0,1933.0,1924.0,1933.0,9,Corrected,Active
JUL,2020,Q3,District 3,Letada Street,500543,Residential,"Letada St, Dist. 3",,,,,0,Corrected,Disconnected
JUL,2020,Q3,District 3,Letada Street,500206,Residential,"Letada St, Dist. 3",4589.0,4608.0,4589.0,4608.0,19,Corrected,Active
JUL,2020,Q3,District 3,Letada Street,500247,Residential,"Letada St, Dist. 3",2441.0,2455.0,2441.0,2455.0,14,Corrected,Active
JUL,2020,Q3,District 3,Letada Street,500207,Residential,"Letada St, Dist. 3",,,,,0,Corrected,Disconnected
JUL,2020,Q3,District 3,Letada Street,500418,Residential,"Letada St, Dist. 3",179.0,210.0,179.0,210.0,31,Corrected,Active
JUL,2020,Q3,District 3,Letada Street,500151,Residential,"Letada St, Dist. 3",1921.0,1940.0,1921.0,1940.0,19,Corrected,Active
JUL,2020,Q3,District 3,Letada Street,501380,Residential,"Letada St, Dist. 3",,,,,0,Corrected,Disconnected
JUL,2020,Q3,District 3,Letada Street,501456,Residential,"Letada St, Dist. 3",757.0,775.0,757.0,775.0,18,Corrected,Active
JUL,2020,Q3,District 3,Letada Street,500168,Residential,"Letada St, Dist. 3",3324.0,3341.0,3324.0,3341.0,17,Corrected,Active
